cat_code,category,id,ingame_name,class,rarity,rarity_source,rarity_vallode,rarity_guide,rarity_daigo_owned,G_weapon,rarity_9or10,attack_display,class_multiplier,true_raw,affinity,weapon_slots,element,element_true,sharpness,sharpness_plus1,improve_from,create_cost,create_materials,improve_cost,improve_materials,alt_create_materials,improve_to,reload,recoil,max_attack,rapid_fire,ammo_summary,bow_coatings,bow_charge_shots,armor_skills,name_eu_build
1,head,11,Vespoid Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,12,Vespoid Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,13,Hornet Helm,head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,14,Hornet Cap,head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,15,Hi-Metal Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,16,Hi-Metal Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,17,Genprey Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,18,Genprey Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,19,Ioprey Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,20,Ioprey Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,21,Gypceros Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,22,Gypceros Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,23,Cephalos Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,24,Cephalos Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,25,Rathian Helm,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,26,Rathian Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,27,Khezu Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,28,Khezu Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,29,Rathalos Helm,helmet,4,guide,4,4,4,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,30,Rathalos Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,31,Plesioth Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,32,Plesioth Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,33,Lobster Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,34,Basarios Helm,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,35,Basarios Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,36,Diablo Helm,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,37,Diablo Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,38,Monoblos Helm,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,39,Monoblos Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,40,Gravios Helm,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,41,Gravios Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,42,Black Belt Helm,helmet,5,guide,5,5,5,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,43,Mosswine Mask,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,44,Felyne Mask,helmet,5,vallode,5,,5,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,45,Chaoshroom,head,5,daigo,,,5,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,46,Melahoa Flower Hat,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,47,Makluva Hood,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,48,Bistro Cap,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,49,Velociprey Mask,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,50,Genprey Mask,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,51,Ioprey Mask,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,52,Bullfango Mask,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,53,Red Piercing,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,54,Blue Piercing,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,55,Yellow Piercing,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,56,Black Piercing,helmet,5,vallode,5,,5,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,57,Shinobi Mask (Sun),helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,58,Shinobi Mask (Moon),helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,59,Guardian Helm,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,60,Guardian Mask,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,61,Helper Hood,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,62,Healer Glasses,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,63,Skull Face,helmet,8,vallode,8,,8,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,64,Yian Garuga Helm,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,65,Yian Garuga Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,66,Garuga Mask,helmet,5,vallode,5,,5,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,67,Auroros Helm,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,68,Genesis Headpiece,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,69,Borealis Crown,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,70,Glyph Crown,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,71,Black Head,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,72,Black Face,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,73,Leather Helm U,helmet,7,guide,7,7,7,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,74,Chain Helm U,helmet,7,guide,7,7,7,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,75,Hunter's Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,76,Hunter's Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,77,Bone Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,78,Bone Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,79,Giaprey Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,80,Giaprey Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,81,Battle Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,82,Battle Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,83,Vespoid Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,84,Vespoid Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,85,Hornet Helm U,head,7,guide,,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,86,Hornet Cap U,head,7,guide,,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,87,Hi-Metal Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,88,Hi-Metal Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,89,Genprey Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,90,Genprey Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,91,Ioprey Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,92,Ioprey Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,93,Gypceros Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,94,Gypceros Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,95,Cephalos Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,96,Cephalos Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,97,Rathian Heart Helm,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,98,Rathian Heart Cap,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,99,Khezu Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,100,Khezu Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,101,Rathalos Soul Helm,helmet,5,vallode,5,,5,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,102,Rathalos Soul Cap,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,103,Plesioth Helm U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,104,Plesioth Cap U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,105,Basarios Helm U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,106,Basarios Cap U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,107,Diablo Helm U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,108,Diablo Cap U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,109,Monodevil Helm,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,110,Monodevil Cap,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,111,Gravios Helm U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,112,Gravios Cap U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,113,Shinobi Mask (Sky),helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,114,Shinobi Mask (Sea),helmet,8,guide,8,8,8,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,115,Guardian Helm U,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,116,Guardian Mask U,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,117,Helper Hood U,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,118,Healer Beret U,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,119,Auroros Helm Ten,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,120,Genesis HeadpieceTen,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,121,Borealis Crown Ten,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,122,Glyph Crown Ten,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,123,Fatalis Head,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,124,Fatalis Face,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,125,Golden Moon Helm,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,126,Golden Moon Cap,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,127,Silver Sol Helm,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,128,Silver Sol Cap,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,129,Leather Helm S,helmet,6,guide,6,6,6,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,130,Chain Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,131,Hunter's Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,132,Hunter's Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,133,Bone Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,134,Bone Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,135,Velociprey Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,136,Velociprey Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,137,Battle Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,138,Battle Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,139,Vespoid Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,140,Vespoid Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,141,Hornet Helm S,head,6,guide,,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,142,Hornet Cap S,head,6,guide,,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,143,Hi-Metal Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,144,Hi-Metal Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,145,Genprey Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,146,Genprey Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,147,Kut-Ku Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,148,Kut-Ku Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,149,Ioprey Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,150,Ioprey Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,151,Gypceros Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,152,Gypceros Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,153,Cephalos Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,154,Cephalos Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,155,Rathian Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,156,Rathian Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,157,Khezu Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,158,Khezu Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,159,Rathalos Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,160,Rathalos Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,161,Plesioth Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,162,Plesioth Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,163,Basarios Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,164,Basarios Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,165,Diablo Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,166,Diablo Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,167,Monoblos Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,168,Monoblos Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,169,Gravios Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,170,Gravios Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,171,Shinobi Mask(Heaven),helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,172,Shinobi Mask (Earth),helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,173,RdGuildGuardTricorne,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,174,Red Guild Guard Mask,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,175,Red Guild Guard Hat,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,176,RedGuildGuardPiercng,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,177,Auroros Helm Haku,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,178,GenesisHeadpieceHaku,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,179,Borealis Crown Haku,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,180,Glyph Crown Haku,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,181,Dragonhead S,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,182,Dragonface S,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,183,Hermitaur Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,184,Hermitaur Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,185,Hermitaur Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,186,Hermitaur Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,187,Hermitaur Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,188,Hermitaur Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,189,Conga Helm,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,190,Conga Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,191,Conga Helm U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,192,Conga Cap U,helmet,7,guide,7,7,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,193,Conga Helm S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,194,Conga Cap S,helmet,6,guide,6,6,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,195,Blango Helm,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,196,Blango Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,197,Blango Helm U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,198,Blango Cap U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,199,Blango Helm S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,200,Blango Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,201,Ceanataur Helm,helmet,4,guide,4,4,4,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,202,Ceanataur Cap,helmet,4,guide,4,4,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,203,Ceanataur Helm U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,204,Ceanataur Cap U,helmet,7,vallode,7,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,205,Ceanataur Helm S,helmet,6,vallode,6,,6,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,206,Ceanataur Cap S,helmet,6,vallode,6,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,207,Kirin Horn,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,208,Kirin Crest,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,209,Kirin Horn S,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,210,Kirin Crest S,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,211,Kushala Glare,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,212,Kushala Snarl,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,213,Mizuha Cap,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,214,Extravagant Cap,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,215,Empress Crown,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,216,Empress Mask,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,217,Indra Helm,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,218,Steadfast Helm,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,219,Kaiser Crown,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,220,Kaiser Mask,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,221,Guardian Spirit Mask,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,222,Carnage Mask,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,223,Golden Hair Tie,helmet,8,guide,8,8,8,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,224,Puppet Master Mask,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,225,White Fatalis Head,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,226,White Fatalis Face,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,227,Black Belt Helm S,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,228,Giaprey Mask,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,229,Remobra Face,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,230,Guild Knight Feather,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,231,Guild Knight Mask,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,232,Maiden's Hat,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,233,Designer Glasses,helmet,5,guide,5,5,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,234,White Piercing,helmet,5,vallode,5,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,235,BlGuildGuardTricorne,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,236,Blue GuildGuard Mask,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,237,Blue Guild Guard Hat,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,238,BluGuildGuardPiercng,helmet,8,guide,8,8,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,239,Lobster Cap,helmet,3,vallode,3,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,240,Silence Piercing,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,241,Piercing of Rage,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,242,Demon Edge Piercing,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,243,Blast Piercing,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,244,Piercing of Mastery,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,245,Piercing of Pursuit,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,246,Kirin Piercing,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,247,Piercing of Might,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,head,248,Piercing of Fate,head,,"TRAINING-ONLY (not craftable, not obtainable)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
