item_id,name_ULES,name_ULUS,name_ENGPATCH,name_JP,name_COMPLETE,item_tag,item_tag_JP,storable,not_storable_reason,is_decoration,x99_able,max_stack,special,rarity,grindable,tradeable
599,Hvy Tigrex Shell,Hvy Tigrex Shell,Tigrex Hvy Cpc,轟竜の重殻,Hvy Tigrex Shell,,,yes,,no,yes,99,,5,yes,no
600,Tigrex Tail,Tigrex Tail,Tigrex Tail,轟竜の尻尾,Tigrex Tail,,,yes,,no,yes,99,,5,yes,no
601,LeathrTigrexTail,LeathrTigrexTail,Tigrex Hrd Tail,轟竜の靭尾,LeathrTigrexTail,,,yes,,no,yes,99,,5,yes,no
602,Tigrex Claw,Tigrex Claw,Tigrex Claw,轟竜の爪,Tigrex Claw,,,yes,,no,yes,99,,5,yes,no
603,Tigrex Claw+,Tigrex Claw+,Tigrex Claw+,轟竜の尖爪,Tigrex Claw+,,,yes,,no,yes,99,,5,yes,no
604,Hard Tigrex Claw,Hard Tigrex Claw,Tigrex StrngClaw,轟竜の剛爪,Hard Tigrex Claw,,,yes,,no,yes,99,,5,yes,no
605,Tigrex Fang,Tigrex Fang,Tigrex Fang,轟竜の牙,Tigrex Fang,,,yes,,no,yes,99,,5,yes,no
606,Tigrex Fang+,Tigrex Fang+,Tigrex Fang+,轟竜の鋭牙,Tigrex Fang+,,,yes,,no,yes,99,,5,yes,no
607,Hvy Tigrex Fang,Hvy Tigrex Fang,Tigrex Hvy Fang,轟竜の重牙,Hvy Tigrex Fang,,,yes,,no,yes,99,,5,yes,no
608,Tigrex Skull Shl,Tigrex Skull Shl,Tigrex Skull Shl,轟竜の頭殻,Tigrex Skull Shl,,,yes,,no,yes,99,,5,yes,no
609,Narga Scale+,Narga Scale+,Naruga Scale+,迅竜の上鱗,Narga Scale+,,,yes,,no,yes,99,,5,yes,no
610,ThickNargaScale,ThickNargaScale,Naruga Thck Scl,迅竜の厚鱗,ThickNargaScale,,,yes,,no,yes,99,,5,yes,no
611,HvnlyNargaScale,HvnlyNargaScale,NarugaDvinePlate,迅竜の天鱗,HvnlyNargaScale,,,yes,,no,yes,99,,5,yes,no
612,Black Narga Pelt,Black Narga Pelt,Naruga Pelt,迅竜の黒毛,Black Narga Pelt,,,yes,,no,yes,99,,5,yes,no
613,BlackNargaPelt+,BlackNargaPelt+,Naruga Blk Pelt,迅竜の豪黒毛,BlackNargaPelt+,,,yes,,no,yes,99,,5,yes,no
614,Nargacuga Tail,Nargacuga Tail,NarugaTail,迅竜の尻尾,Nargacuga Tail,,,yes,,no,yes,99,,5,yes,no
615,LeatherNargaTail,LeatherNargaTail,Naruga Hrd Tail,迅竜の靭尾,LeatherNargaTail,,,yes,,no,yes,99,,5,yes,no
616,Narga Tail Spike,Narga Tail Spike,Naruga Spike,迅竜の尾棘,Narga Tail Spike,,,yes,,no,yes,99,,5,yes,no
617,HvyNargaTailSpik,HvyNargaTailSpik,Naruga Hvy Spike,迅竜の重尾棘,HvyNargaTailSpik,,,yes,,no,yes,99,,5,yes,no
618,NargaCuttingWing,NargaCuttingWing,Naruga Wing,迅竜の刃翼,NargaCuttingWing,,,yes,,no,yes,99,,5,yes,no
619,StrNargaCttngWng,StrNargaCttngWng,Naruga Strng Wng,迅竜の剛刃翼,StrNargaCttngWng,,,yes,,no,yes,99,,5,yes,no
620,Nargacuga Fang+,Nargacuga Fang+,Naruga Fang+,迅竜の鋭牙,Nargacuga Fang+,,,yes,,no,yes,99,,5,yes,no
621,HvyNargacugaFang,HvyNargacugaFang,Naruga Hvy Fang,迅竜の重牙,HvyNargacugaFang,,,yes,,no,yes,99,,5,yes,no
622,Narga Brain Stem,Narga Brain Stem,Naruga Marrow,迅竜の延髄,Narga Brain Stem,,,yes,,no,yes,99,,5,yes,no
623,Gravios Shell,Gravios Shell,Gravios Shell,鎧竜の甲殻,Gravios Shell,,,yes,,no,yes,99,,4,yes,no
624,Gravios Carapace,Gravios Carapace,Gravios Carapace,鎧竜の堅殻,Gravios Carapace,,,yes,,no,yes,99,,5,yes,no
625,HvyGraviosShell,HvyGraviosShell,Gravios Hvy Cpc,鎧竜の重殻,HvyGraviosShell,,,yes,,no,yes,99,,5,yes,no
626,HvnlyGraviosShl,HvnlyGraviosShl,GraviosDvnePlate,鎧竜の天殻,HvnlyGraviosShl,,,yes,,no,yes,99,,5,yes,no
627,Gravios Skl Shl,Gravios Skl Shl,Gravios Skl Shl,鎧竜の頭殻,Gravios Skl Shl,,,yes,,no,yes,99,,5,yes,no
628,Gravios BrainStm,Gravios BrainStm,Gravios BrainStm,鎧竜の延髄,Gravios BrainStm,,,yes,,no,yes,99,,5,yes,no
629,Blk Gravios Shl,Blk Gravios Shl,Blk Gravios Shl,黒鎧竜の甲殻,Blk Gravios Shl,,,yes,,no,yes,99,,5,yes,no
630,Blk Gravios Cpc,Blk Gravios Cpc,Blk Gravios Cpc,黒鎧竜の堅殻,Blk Gravios Cpc,,,yes,,no,yes,99,,5,yes,no
631,HvyBlkGraviosShl,HvyBlkGraviosShl,BlkGraviosHvyShl,黒鎧竜の重殻,HvyBlkGraviosShl,,,yes,,no,yes,99,,5,yes,no
632,HvnlyBlkGraviShl,HvnlyBlkGraviShl,BlkGravDvnePlate,黒鎧竜の天殻,HvnlyBlkGraviShl,,,yes,,no,yes,99,,5,yes,no
633,Blk Gravios Skl,Blk Gravios Skl,Blk Gravios Skl,黒鎧竜の頭殻,Blk Gravios Skl,,,yes,,no,yes,99,,5,yes,no
634,Twisted Horn,Twisted Horn,Twisted Horn,ねじれた角,Twisted Horn,,,yes,,no,yes,99,,5,yes,no
635,Majestic Horn,Majestic Horn,Majestic Horn,上質なねじれた角,Majestic Horn,,,yes,,no,yes,99,,5,yes,no
636,StoutWarpedHorn,StoutWarpedHorn,Glorious Horn,堅牢なねじれた角,StoutWarpedHorn,,,yes,,no,yes,99,,5,yes,no
637,Diablos Shell,Diablos Shell,Diablos Shell,角竜の甲殻,Diablos Shell,,,yes,,no,yes,99,,4,yes,no
638,Diablos Carapace,Diablos Carapace,Diablos Carapace,角竜の堅殻,Diablos Carapace,,,yes,,no,yes,99,,5,yes,no
639,HvyDiablosShell,HvyDiablosShell,Diablos Hvy Cpc,角竜の重殻,HvyDiablosShell,,,yes,,no,yes,99,,5,yes,no
640,Diablos Spine,Diablos Spine,Diablos Spine,角竜の背甲,Diablos Spine,,,yes,,no,yes,99,,5,yes,no
641,Diablos Thoracic,Diablos Thoracic,Diablos Thoracic,角竜の堅甲,Diablos Thoracic,,,yes,,no,yes,99,,5,yes,no
642,HvyDiablosSpine,HvyDiablosSpine,Diablos HvySpne,角竜の重甲,HvyDiablosSpine,,,yes,,no,yes,99,,5,yes,no
643,Diablos Tail,Diablos Tail,Diablos Tail,角竜の尻尾,Diablos Tail,,,yes,,no,yes,99,,5,yes,no
644,LthrDiablosTail,LthrDiablosTail,Diablos Hrd Tail,角竜の靭尾,LthrDiablosTail,,,yes,,no,yes,99,,5,yes,no
645,Blos Fang,Blos Fang,Blos Fang,角竜の牙,Blos Fang,,,yes,,no,yes,99,,4,yes,no
646,TwstBlkBlosHrn,TwstBlkBlosHrn,TwstBlkBlosHorn,黒巻き角,TwstBlkBlosHrn,,,yes,,no,yes,99,,5,yes,no
647,StoutBlkTwstdHrn,StoutBlkTwstdHrn,RobustBlkBlosHrn,堅牢な黒巻き角,StoutBlkTwstdHrn,,,yes,,no,yes,99,,5,yes,no
648,Black Blos Shell,Black Blos Shell,Black Blos Shell,黒角竜の甲殻,Black Blos Shell,,,yes,,no,yes,99,,5,yes,no
649,Black Blos Cpc,Black Blos Cpc,Black Blos Cpc,黒角竜の堅殻,Black Blos Cpc,,,yes,,no,yes,99,,5,yes,no
650,HvyBlkBlosShell,HvyBlkBlosShell,Blk Blos Hvy Cpc,黒角竜の重殻,HvyBlkBlosShell,,,yes,,no,yes,99,,5,yes,no
651,Black Blos Spine,Black Blos Spine,Black Blos Spine,黒角竜の背甲,Black Blos Spine,,,yes,,no,yes,99,,5,yes,no
652,Blk Blos Thracic,Blk Blos Thracic,Blk Blos Thracic,黒角竜の堅甲,Blk Blos Thracic,,,yes,,no,yes,99,,5,yes,no
653,HvyBlkBlosSpine,HvyBlkBlosSpine,Blk Blos Hvy Spn,黒角竜の重甲,HvyBlkBlosSpine,,,yes,,no,yes,99,,5,yes,no
654,Black Blos Tail,Black Blos Tail,Black Blos Tail,黒角竜の尻尾,Black Blos Tail,,,yes,,no,yes,99,,5,yes,no
655,LthrBlkBlosTail,LthrBlkBlosTail,Blk Blos HrdTail,黒角竜の靭尾,LthrBlkBlosTail,,,yes,,no,yes,99,,5,yes,no
656,Vespoid Abdomen,Vespoid Abdomen,Vespoid Abdomen,女王虫の尻尾,Vespoid Abdomen,,,yes,,no,yes,99,,5,yes,no
657,VespoidQn'sCrown,VespoidQn'sCrown,QueenVespoidShl,女王虫の冠殻,VespoidQn'sCrown,,,yes,,no,yes,99,,5,yes,no
658,Vespoid Shell,Vespoid Shell,Vespoid Shell,ランゴスタの甲殻,Vespoid Shell,,,yes,,no,yes,99,,4,yes,no
659,Vespoid Carapace,Vespoid Carapace,Vespoid Carapace,ランゴスタの堅殻,Vespoid Carapace,,,yes,,no,yes,99,,5,yes,no
660,Vespoid Wing,Vespoid Wing,Vespoid Wing,ランゴスタの羽,Vespoid Wing,,,yes,,no,yes,99,,4,yes,no
661,Vespoid InnrWng,Vespoid InnrWng,Vespoid InnrWng,ランゴスタの薄羽,Vespoid InnrWng,,,yes,,no,yes,99,,5,yes,no
662,Vspoid Razorwing,Vspoid Razorwing,Vespoid RazrWng,ランゴスタの斬羽,Vspoid Razorwing,,,yes,,no,yes,99,,5,yes,no
663,Hornetaur Shell,Hornetaur Shell,Hornetaur Shell,カンタロスの甲殻,Hornetaur Shell,,,yes,,no,yes,99,,4,yes,no
664,Hornetaur Crapce,Hornetaur Crapce,Hornetaur Carpce,カンタロスの堅殻,Hornetaur Crapce,,,yes,,no,yes,99,,5,yes,no
665,Hornetaur Head,Hornetaur Head,Hornetaur Head,カンタロスの頭,Hornetaur Head,,,yes,,no,yes,99,,4,yes,no
666,Hornetaur Wing,Hornetaur Wing,Hornetaur Wing,カンタロスの羽,Hornetaur Wing,,,yes,,no,yes,99,,4,yes,no
667,HornetaurInnrWng,HornetaurInnrWng,HornetaurInnrWng,カンタロスの薄羽,HornetaurInnrWng,,,yes,,no,yes,99,,5,yes,no
668,Hornet Razorwing,Hornet Razorwing,HorneturRazrWng,カンタロスの斬羽,Hornet Razorwing,,,yes,,no,yes,99,,5,yes,no
669,Blood Red Horn,Blood Red Horn,Blood Red Horn,真紅の角,Blood Red Horn,,,yes,,no,yes,99,,5,yes,no
670,Top-GrdRedHorn,Top-GrdRedHorn,Majestic Red Hrn,上質な真紅の角,Top-GrdRedHorn,,,yes,,no,yes,99,,5,yes,no
671,Monoblos Shell,Monoblos Shell,Monoblos Shell,一角竜の甲殻,Monoblos Shell,,,yes,,no,yes,99,,4,yes,no
672,MonoblosCarapace,MonoblosCarapace,Monoblos Carpce,一角竜の堅殻,MonoblosCarapace,,,yes,,no,yes,99,,5,yes,no
673,Monoblos Spine,Monoblos Spine,Monoblos Spine,一角竜の背甲,Monoblos Spine,,,yes,,no,yes,99,,5,yes,no
674,MonoblosThoracic,MonoblosThoracic,Monoblos Thrcic,一角竜の堅甲,MonoblosThoracic,,,yes,,no,yes,99,,5,yes,no
675,Monoblos Heart,Monoblos Heart,Monoblos Heart,モノブロスハート,Monoblos Heart,,,yes,,no,yes,99,,5,yes,no
676,Wht Monoblos Hrn,Wht Monoblos Hrn,Wht Monoblos Hrn,白銀の角,Wht Monoblos Hrn,,,yes,,no,yes,99,,5,yes,no
677,Top-GrdPlatHorn,Top-GrdPlatHorn,Majestic Wht Hrn,上質な白銀の角,Top-GrdPlatHorn,,,yes,,no,yes,99,,5,yes,no
678,Wht Monoblos Shl,Wht Monoblos Shl,Wht Monoblos Shl,白一角竜の甲殻,Wht Monoblos Shl,,,yes,,no,yes,99,,5,yes,no
679,Wht Monoblos Cpc,Wht Monoblos Cpc,Wht Monoblos Cpc,白一角竜の堅殻,Wht Monoblos Cpc,,,yes,,no,yes,99,,5,yes,no
680,Wht Monoblos Spn,Wht Monoblos Spn,Wht Monoblos Spn,白一角竜の背甲,Wht Monoblos Spn,,,yes,,no,yes,99,,5,yes,no
681,WhtMonoblosThora,WhtMonoblosThora,WhtMnoblosThrcic,白一角竜の堅甲,WhtMonoblosThora,,,yes,,no,yes,99,,5,yes,no
682,Kirin Horn,Kirin Horn,Kirin Horn,キリンの雷角,Kirin Horn,,,yes,,no,yes,99,,5,yes,no
683,Kirin Hide,Kirin Hide,Kirin Hide,キリンの皮,Kirin Hide,,,yes,,no,yes,99,,5,yes,no
684,Kirin Hide+,Kirin Hide+,Kirin Hide+,キリンの上皮,Kirin Hide+,,,yes,,no,yes,99,,5,yes,no
685,SpecialKirinHide,SpecialKirinHide,Kirin Hide G,キリンの特上皮,SpecialKirinHide,,,yes,,no,yes,99,,5,yes,no
686,Kirin Mane,Kirin Mane,Kirin Mane,キリンのたてがみ,Kirin Mane,,,yes,,no,yes,99,,5,yes,no
687,Platinum Mane,Platinum Mane,Kirin Slvr Mane,白銀のたてがみ,Platinum Mane,,,yes,,no,yes,99,,5,yes,no
688,Kirin Thndr Tail,Kirin Thndr Tail,Kirin Thndr Tail,キリンの雷尾,Kirin Thndr Tail,,,yes,,no,yes,99,,5,yes,no
689,LthrKirinThndrTl,LthrKirinThndrTl,KirinThndrTail G,キリンの靭雷尾,LthrKirinThndrTl,,,yes,,no,yes,99,,5,yes,no
690,Kirin Azure Horn,Kirin Azure Horn,Kirin Azure Horn,キリンの蒼角,Kirin Azure Horn,,,yes,,no,yes,99,,5,yes,no
691,Lao-Shan's Claw,Lao-Shan's Claw,Lao-Shan's Claw,老山龍の大爪,Lao-Shan's Claw,,,yes,,no,yes,99,,5,yes,no
692,Lao-Shan's Horn,Lao-Shan's Horn,Lao-Shan's Horn,老山龍の角,Lao-Shan's Horn,,,yes,,no,yes,99,,5,yes,no
693,Lao-Shan's Scale,Lao-Shan's Scale,Lao-Shan's Scale,老山龍の鱗,Lao-Shan's Scale,,,yes,,no,yes,99,,5,yes,no
694,Lao-Shan Scale+,Lao-Shan Scale+,Lao-Shan Scale+,老山龍の上鱗,Lao-Shan Scale+,,,yes,,no,yes,99,,5,yes,no
695,Lao-Shan'sThkScl,Lao-Shan'sThkScl,Lao-ShanThckScl,老山龍の厚鱗,Lao-Shan'sThkScl,,,yes,,no,yes,99,,5,no,no
696,Lao-Shan's Ruby,Lao-Shan's Ruby,Lao-Shan's Ruby,老山龍の紅玉,Lao-Shan's Ruby,,,yes,,no,yes,99,,5,yes,no
697,Lao-ShanHvnlyScl,Lao-ShanHvnlyScl,LaoS Dvine Plate,老山龍の天鱗,Lao-ShanHvnlyScl,,,yes,,no,yes,99,,5,yes,no
698,Lao-Shan's Shell,Lao-Shan's Shell,Lao-Shan's Shell,老山龍の甲殻,Lao-Shan's Shell,,,yes,,no,yes,99,,5,yes,no
699,Lao-ShanCarapace,Lao-ShanCarapace,Lao-ShanCarapace,老山龍の堅殻,Lao-ShanCarapace,,,yes,,no,yes,99,,5,yes,no
700,Lao-Shan'sHvyShl,Lao-Shan'sHvyShl,Lao-Shan Hvy Cpc,老山龍の重殻,Lao-Shan'sHvyShl,,,yes,,no,yes,99,,5,yes,no
701,Azure LaoS Horn,Azure LaoS Horn,Azure LaoS Horn,老山龍の蒼角,Azure LaoS Horn,,,yes,,no,yes,99,,5,yes,no
702,Azure LaoS Shell,Azure LaoS Shell,Azure LaoS Shell,老山龍の蒼甲殻,Azure LaoS Shell,,,yes,,no,yes,99,,5,yes,no
703,Azure LaoS Claw,Azure LaoS Claw,Azure LaoS Claw,老山龍の蒼大爪,Azure LaoS Claw,,,yes,,no,yes,99,,5,yes,no
704,Gaoren Shell,Gaoren Shell,Gaoren Shell,砦蟹の甲殻,Gaoren Shell,,,yes,,no,yes,99,,5,yes,no
705,Gaoren Carapace,Gaoren Carapace,Gaoren Carapace,砦蟹の堅殻,Gaoren Carapace,,,yes,,no,yes,99,,5,yes,no
706,HvyGaorenShell,HvyGaorenShell,Gaoren Hvy Cpc,砦蟹の重殻,HvyGaorenShell,,,yes,,no,yes,99,,5,yes,no
707,HvnlyGaorenShell,HvnlyGaorenShell,GaorenDvinePlate,砦蟹の天殻,HvnlyGaorenShell,,,yes,,no,yes,99,,5,yes,no
708,Gaoren Spine,Gaoren Spine,Gaoren Spine,砦蟹の背甲,Gaoren Spine,,,yes,,no,yes,99,,5,yes,no
709,Gaoren Thoracic,Gaoren Thoracic,Gaoren Thoracic,砦蟹の堅甲,Gaoren Thoracic,,,yes,,no,yes,99,,5,yes,no
710,Hvy Gaoren Spine,Hvy Gaoren Spine,Gaoren Hvy Spn,砦蟹の重甲,Hvy Gaoren Spine,,,yes,,no,yes,99,,5,yes,no
711,Gaoren Pincer,Gaoren Pincer,Gaoren Pincer,砦蟹の鋏,Gaoren Pincer,,,yes,,no,yes,99,,5,yes,no
712,Gaoren Claw,Gaoren Claw,Gaoren Claw,砦蟹の尖爪,Gaoren Claw,,,yes,,no,yes,99,,5,yes,no
713,Hard Gaoren Claw,Hard Gaoren Claw,GaorenStrngClaw,砦蟹の剛爪,Hard Gaoren Claw,,,yes,,no,yes,99,,5,yes,no
714,Daora Shell,Daora Shell,Daora Shell,鋼龍の甲殻,Daora Shell,,,yes,,no,yes,99,,5,yes,no
715,Daora Carapace,Daora Carapace,Daora Carapace,鋼龍の堅殻,Daora Carapace,,,yes,,no,yes,99,,5,yes,no
716,Hvy Daora Shell,Hvy Daora Shell,Daora Hvy Carpce,鋼龍の重殻,Hvy Daora Shell,,,yes,,no,yes,99,,5,yes,no
717,DaoraDragonScale,DaoraDragonScale,DaoraDragonScale,鋼の龍鱗,DaoraDragonScale,,,yes,,no,yes,99,,5,yes,no
718,DaoraDragonScal+,DaoraDragonScal+,DaoraDragonScal+,鋼の上龍鱗,DaoraDragonScal+,,,yes,,no,yes,99,,5,yes,no
719,ThckDaoraDrgnScl,ThckDaoraDrgnScl,DaoraDrgnThckScl,鋼の厚龍鱗,ThckDaoraDrgnScl,,,yes,,no,yes,99,,5,yes,no
720,Daora Webbing,Daora Webbing,Daora Webbing,鋼龍の翼膜,Daora Webbing,,,yes,,no,yes,99,,5,yes,no
721,Str Daora Wing,Str Daora Wing,Daora Webbing G,鋼龍の剛翼,Str Daora Wing,,,yes,,no,yes,99,,5,yes,no
722,Daora Horn,Daora Horn,Daora Horn,鋼龍の角,Daora Horn,,,yes,,no,yes,99,,5,yes,no
723,Hard Daora Horn,Hard Daora Horn,Daora Horn G,鋼龍の剛角,Hard Daora Horn,,,yes,,no,yes,99,,5,yes,no
724,Daora Tail,Daora Tail,Daora Tail,鋼龍の尻尾,Daora Tail,,,yes,,no,yes,99,,5,yes,no
725,Lthr Daora Tail,Lthr Daora Tail,Daora Tail G,鋼龍の靭尾,Lthr Daora Tail,,,yes,,no,yes,99,,5,yes,no
726,Daora Claw,Daora Claw,Daora Claw,鋼龍の爪,Daora Claw,,,yes,,no,yes,99,,5,yes,no
727,Daora Sharp Claw,Daora Sharp Claw,Daora Sharp Claw,鋼龍の尖爪,Daora Sharp Claw,,,yes,,no,yes,99,,5,yes,no
728,Daora Jewel,Daora Jewel,Daora Jewel,鋼龍の宝玉,Daora Jewel,,,yes,,no,yes,99,,5,yes,no
729,Chameleos Hide,Chameleos Hide,Chameleos Hide,霞龍の皮,Chameleos Hide,,,yes,,no,yes,99,,5,yes,no
730,Chameleos Hide+,Chameleos Hide+,Chameleos Hide+,霞龍の上皮,Chameleos Hide+,,,yes,,no,yes,99,,5,yes,no
731,SpecChameleHide+,SpecChameleHide+,Chameleos Hide G,霞龍の特上皮,SpecChameleHide+,,,yes,,no,yes,99,,5,yes,no
732,Chameleos Horn,Chameleos Horn,Chameleos Horn,霞龍の角,Chameleos Horn,,,yes,,no,yes,99,,5,yes,no
733,Chameleos Spike,Chameleos Spike,Chameleos Spike,霞龍の尖角,Chameleos Spike,,,yes,,no,yes,99,,5,yes,no
734,HrdChameleosHorn,HrdChameleosHorn,Chameleos Horn G,霞龍の剛角,HrdChameleosHorn,,,yes,,no,yes,99,,5,yes,no
735,Chameleos Claw,Chameleos Claw,Chameleos Claw,霞龍の爪,Chameleos Claw,,,yes,,no,yes,99,,5,yes,no
736,ChameleosWebbing,ChameleosWebbing,ChameleosWebbing,霞龍の翼膜,ChameleosWebbing,,,yes,,no,yes,99,,5,yes,no
737,StrChameleosWing,StrChameleosWing,ChameleosWbng G,霞龍の剛翼,StrChameleosWing,,,yes,,no,yes,99,,5,yes,no
738,Chameleos Tail,Chameleos Tail,Chameleos Tail,霞龍の尻尾,Chameleos Tail,,,yes,,no,yes,99,,5,yes,no
739,LthrChameleoTail,LthrChameleoTail,Chameleos Tail G,霞龍の靭尾,LthrChameleoTail,,,yes,,no,yes,99,,5,yes,no
740,Chameleos Jewel,Chameleos Jewel,Chameleos Jewel,霞龍の宝玉,Chameleos Jewel,,,yes,,no,yes,99,,5,yes,no
741,Fire Dragon Scl,Fire Dragon Scl,Fire Dragon Scl,炎の龍鱗,Fire Dragon Scl,,,yes,,no,yes,99,,5,yes,no
742,Fire Drgn Scl+,Fire Drgn Scl+,Fire Drgn Scl+,獄炎の龍鱗,Fire Drgn Scl+,,,yes,,no,yes,99,,5,yes,no
743,ThckFireDrgnScl,ThckFireDrgnScl,Fire Drgn HvyScl,獄炎の厚龍鱗,ThckFireDrgnScl,,,yes,,no,yes,99,,5,yes,no
744,Fire Dragon Claw,Fire Dragon Claw,Fire Dragon Claw,炎龍の爪,Fire Dragon Claw,,,yes,,no,yes,99,,5,yes,no
745,HrdFireDrgnClaw,HrdFireDrgnClaw,FireDrgnStrngClw,炎龍の剛爪,HrdFireDrgnClaw,,,yes,,no,yes,99,,5,yes,no
746,Fire Drgn Webbng,Fire Drgn Webbng,Fire Drgn Wbng,炎龍の翼膜,Fire Drgn Webbng,,,yes,,no,yes,99,,5,yes,no
747,Fire Dragon Pwdr,Fire Dragon Pwdr,Fire Dragon Pwdr,炎龍の塵粉,Fire Dragon Pwdr,,,yes,,no,yes,99,,5,yes,no
748,Fire Drgn Jwl,Fire Drgn Jwl,Fire Drgn Jwl,炎龍の宝玉,Fire Drgn Jwl,,,yes,,no,yes,99,,5,yes,no
749,ElderDragonBlood,ElderDragonBlood,ElderDragonBlood,古龍の血,ElderDragonBlood,,,yes,,no,yes,99,,5,yes,no
750,Lunastra Shell,Lunastra Shell,Lunastra Shell,炎妃龍の甲殻,Lunastra Shell,,,yes,,no,yes,99,,5,yes,no
751,LunastraCarapace,LunastraCarapace,Lunastra Carpace,炎妃龍の堅殻,LunastraCarapace,,,yes,,no,yes,99,,5,yes,no
752,Lunastra Mane,Lunastra Mane,Lunastra Mane,炎妃龍のたてがみ,Lunastra Mane,,,yes,,no,yes,99,,5,yes,no
753,Lunastra Tail,Lunastra Tail,Lunastra Tail,炎妃龍の尻尾,Lunastra Tail,,,yes,,no,yes,99,,5,yes,no
754,Lunastra Horn,Lunastra Horn,Lunastra Horn,炎妃龍の角,Lunastra Horn,,,yes,,no,yes,99,,5,yes,no
755,Lunastra Spike,Lunastra Spike,Lunastra Horn G,炎妃龍の尖角,Lunastra Spike,,,yes,,no,yes,99,,5,yes,no
756,Teostra Shell,Teostra Shell,Teostra Shell,炎王龍の甲殻,Teostra Shell,,,yes,,no,yes,99,,5,yes,no
757,Teostra Carapace,Teostra Carapace,Teostra Carapace,炎王龍の堅殻,Teostra Carapace,,,yes,,no,yes,99,,5,yes,no
758,HvyTeostraShell,HvyTeostraShell,Teostra Hvy Cpc,炎王龍の重殻,HvyTeostraShell,,,yes,,no,yes,99,,5,yes,no
759,Teostra Mane,Teostra Mane,Teostra Mane,炎王龍のたてがみ,Teostra Mane,,,yes,,no,yes,99,,5,yes,no
760,Teostra Tail,Teostra Tail,Teostra Tail,炎王龍の尻尾,Teostra Tail,,,yes,,no,yes,99,,5,yes,no
761,LthrTeostraTail,LthrTeostraTail,Teostra Tail G,炎王龍の靭尾,LthrTeostraTail,,,yes,,no,yes,99,,5,yes,no
762,Teostra Horn,Teostra Horn,Teostra Horn,炎王龍の角,Teostra Horn,,,yes,,no,yes,99,,5,yes,no
763,Teostra Horn+,Teostra Horn+,Teostra Horn+,炎王龍の尖角,Teostra Horn+,,,yes,,no,yes,99,,5,yes,no
764,HardTeostraHorn,HardTeostraHorn,Teostra Horn G,炎王龍の剛角,HardTeostraHorn,,,yes,,no,yes,99,,5,yes,no
765,Dragonmoss,Dragonmoss,Dragonmoss,龍苔,Dragonmoss,,,yes,,no,yes,99,,5,yes,no
766,Dragonmoss+,Dragonmoss+,Dragonmoss+,神龍苔,Dragonmoss+,,,yes,,no,yes,99,,5,yes,no
767,AncientDrgnmoss,AncientDrgnmoss,Dragonmoss G,太古の龍苔,AncientDrgnmoss,,,yes,,no,yes,99,,5,yes,no
768,Dragonwood,Dragonwood,Dragonwood,龍木,Dragonwood,,,yes,,no,yes,99,,5,yes,no
769,Dragonwood+,Dragonwood+,Dragonwood+,神龍木,Dragonwood+,,,yes,,no,yes,99,,5,yes,no
770,AncientDrgnwood,AncientDrgnwood,Dragonwood G,太古の龍木,AncientDrgnwood,,,yes,,no,yes,99,,5,yes,no
771,YamaTsukamiHide,YamaTsukamiHide,Yamatsukami Skin,浮岳龍の皮,YamaTsukamiHide,,,yes,,no,yes,99,,5,yes,no
772,YamaTsukaFillet,YamaTsukaFillet,Yamatsukami Fin,浮岳龍のヒレ,YamaTsukaFillet,,,yes,,no,yes,99,,5,yes,no
773,YamaTsukamiFluid,YamaTsukamiFluid,YamatsukamiFluid,浮岳龍の体液,YamaTsukamiFluid,,,yes,,no,yes,99,,5,yes,no
774,Dark Piece,Dark Piece,Dark Piece,黒いかけら,Dark Piece,,,yes,,no,yes,99,,5,yes,no
775,Dark Stone,Dark Stone,Dark Stone,黒い塊,Dark Stone,,,yes,,no,yes,99,,5,yes,no
776,Fatalis Horn,Fatalis Horn,Fatalis Horn,黒龍の角,Fatalis Horn,,,yes,,no,yes,99,,5,yes,no
777,HardFatalisHorn,HardFatalisHorn,Fatalis Hvy Horn,黒龍の剛角,HardFatalisHorn,,,yes,,no,yes,99,,5,yes,no
778,Fatalis Scale,Fatalis Scale,Fatalis Scale,黒龍の鱗,Fatalis Scale,,,yes,,no,yes,99,,5,yes,no
779,ThckFatalisScale,ThckFatalisScale,Fatalis Thck Scl,黒龍の厚鱗,ThckFatalisScale,,,yes,,no,yes,99,,5,yes,no
780,Fatalis Shell,Fatalis Shell,Fatalis Shell,黒龍の甲殻,Fatalis Shell,,,yes,,no,yes,99,,5,yes,no
781,Hvy Fatalis Shl,Hvy Fatalis Shl,Fatalis Hvy Shl,黒龍の重殻,Hvy Fatalis Shl,,,yes,,no,yes,99,,5,yes,no
782,Fatalis Eye,Fatalis Eye,Fatalis Eye,黒龍の眼,Fatalis Eye,,,yes,,no,yes,99,,5,yes,no
783,Fatalis Evil Eye,Fatalis Evil Eye,Fatalis Evil Eye,黒龍の邪眼,Fatalis Evil Eye,,,yes,,no,yes,99,,5,yes,no
784,Fatalis Webbing,Fatalis Webbing,Fatalis Webbing,黒龍の翼膜,Fatalis Webbing,,,yes,,no,yes,99,,5,yes,no
785,Str Fatalis Wng,Str Fatalis Wng,Fatalis Hrd Wbng,黒龍の剛翼,Str Fatalis Wng,,,yes,,no,yes,99,,5,yes,no
